direcao,nota_media
Julian Dahl,3.8
Julian Farino,5.8
Julian Fort,6.1
Julian Goldberger,6.05
Julian Grant,3.0
Julian Higgins,3.3000000000000003
Julian M. Kheel,5.2
Julian Richards,4.333333333333333
Julian Schnabel,6.9
Julian Shaw,4.1
Juliane Hiam,5.4
Julianna Lavin,5.2
Julie Anne Robinson,5.65
Julie Cypher,4.6
Julie Dash,7.3
Julie Davis,5.5
Julie Jordan,4.4
Julie Taymor,7.1
Julien Duvivier,6.75
"Julien Duvivier, Victor Fleming",6.5
Julien Hernandez,4.1
Julien Temple,5.8
Julio DePietro,6.5
Julius LeFlore,3.2
Julius Onah,5.7
Julius R. Nasso,5.8
Julius Ramsay,5.4
Jun Gallardo,4.6
Junius Podrug,2.2
Justin Baird,6.8
Justin Baldoni,7.2
Justin Barber,5.3
Justin Beckenheimer,6.0
"Justin Benson, Aaron Moorhead",6.533333333333334
Justin Bergonzoni,3.2
Justin Chambers,5.25
Justin Channell,3.3
Justin Chon,6.3999999999999995
Justin Cole,6.1
"Justin Copeland, Sam Liu",5.9
Justin Daly,6.3
Justin Dec,5.4
Justin Doescher,3.95
Justin Dossetti,4.3
Justin Eugene Evans,6.0
Justin Foia,5.2
Justin Kelly,5.3
Justin Kreinbrink,3.6
Justin Lee,4.383333333333334
Justin Lerner,6.3
Justin Lewis,3.5
Justin Lin,6.3
Justin Lo,6.0
Justin M. Seaman,5.3
Justin MacGregor,5.25
Justin McCarthy,5.3
Justin Paul Ritter,3.9
Justin Petty,5.1
Justin Price,3.28
Justin Reardon,6.0
Justin Reinsilber,3.8
Justin Rossbacher,6.1
Justin Russell,4.25
Justin S. Monroe,5.1
Justin Schwarz,5.6
Justin Simien,6.1
Justin Steele,4.75
Justin Steeley,3.5
Justin Theroux,6.7
Justin Timpane,2.9333333333333336
Justin Tipping,6.4
Justin Ward,5.05
Justin Zackham,5.15
Justus Addiss,5.1
"Justus Addiss, Herschel Daugherty",6.8
Juven Cavazos,2.6
Juwan Chung,5.5
Ján Kadár,5.9
Jérôme Cohen-Olivar,3.75
K. Asher Levin,3.9
K. King,3.7
K. Lorrel Manning,6.1
K.C. Amos,3.2
K.C. Schrimpl,4.2
Kaare Andrews,4.4
Kader Ayd,4.3
Kai Blackwood,3.4
Kaila York,4.4
Kamal Ahmed,4.68
Kane Senes,5.4
Kansas Bowling,3.7
Kantz,2.966666666666667
"Kantz, Ben Ramsey",5.1
Kara Harshbarger,5.5
Karel Reisz,7.0
Karen Arthur,5.9
Karen Hydendahl,4.4
Karen J. Lloyd,5.7
Karen Maine,6.0
Karen Moncrieff,6.425
Karen Skloss,3.7
"Karey Kirkpatrick, Jason Reisig",6.6
Karl Armstrong,2.2
Karl Freund,6.533333333333334
"Karl Hosch, Chuck Walker",2.1
Karl Jacob,4.5
Karl Kozak,3.533333333333333
Karl Malden,7.3
Karl Mueller,4.85
Karl Shefelman,5.7
Karl Slovin,4.85
Karl T. Hirsch,5.05
Karyn Kusama,6.5
"Kasi Brown, Brandon Walter",4.9
Kasi Lemmons,7.3
Kasia Adamik,5.0
Kasra Farahani,5.65
Kat Candler,6.55
Kat Coiro,5.699999999999999
Kat Slater,2.9
Kate Barker-Froyland,5.8
"Kate Connor, Michael Worth",5.9
Kate Melville,5.6
Kate Montgomery,6.4
"Kate Mulleavy, Laura Mulleavy",4.3
Kate Rees Davies,2.8
Kate Robbins,3.2
Katharine Emmer,6.5
Katharine O'Brien,5.0
Katherine Brooks,5.133333333333334
Katherine Dieckmann,5.9
Katherine Stenholm,6.8
"Kathleen 'Bo' Bobak, James Suttles",3.8
Kathleen Behun,4.5
Kathleen Collins,6.6
Kathleen Davison,3.3
Kathleen Slattery-Moschkau,4.9
Kathryn Bigelow,6.959999999999999
"Kathryn Bigelow, Monty Montgomery",6.1
Kathryn F. Taylor,3.6
Kathryn Lee Moss,5.6
Kathy Lindboe,4.7
Katie Aselton,4.9
Katie Cokinos,5.1
Katie Fleischer,4.0
"Katie Graham, Andrew Matthews",6.2
Katie Holmes,5.8
Katrina Holden Bronson,5.1
Katt Shea,5.316666666666667
"Katt Shea, Robert Mandel",4.7
Kay Cannon,6.2
Kayvan Mashayekh,6.4
Kazeem Molake,3.45
Kedar Korde,4.7
"Keefe Brasselle, I. Robert Levy",4.6
Keenen Ivory Wayans,6.1
Kees Van Oostrum,5.2
Keith Alan Morris,4.4
Keith Arem,5.0
Keith Bearden,5.8
"Keith Coulouris, David Schrader",4.0
Keith Emerson,2.4
Keith Froelich,6.2
Keith Gordon,6.566666666666666
Keith Hartman,6.7
Keith Kurlander,2.2
Keith Markinson,5.2
Keith Miller,5.800000000000001
Keith Parmer,4.35
Keith Perna,3.8
Keith Samples,4.9
Keith Snyder,6.0
Keith Spiegel,4.3
Keith Sutliff,5.0
Keith Thomas,5.8
Keith Walley,3.2
Kellen Garner,5.7
Kellen Moore,6.4
Kelley Cauthen,4.46
Kelli Herd,6.1
Kellie Madison,4.1
"Kelly Asbury, Lorna Cook",7.1
Kelly Reichardt,6.6375
"Kelly Requa, Tyler Requa",6.1
Kelly Sandefur,3.3
Kelly Schwarze,3.1999999999999997
Kelsey T. Howard,3.9
"Kelsy Abbott, Paul Bartunek",6.5
Kelton Jones,4.6
Ken Anderson,5.7
Ken Annakin,6.225
"Ken Annakin, Andrew Marton",7.8
Ken Barbet,3.466666666666667
Ken Blakey,3.0
Ken Blancato,4.2
Ken Brisbois,3.8
Ken Carlson,3.0
"Ken Cosentino, Matt D. Lord",2.6
Ken Dixon,4.5
Ken DuPuis,5.5
Ken Feinberg,3.1
Ken Finkleman,5.85
Ken Friedman,4.550000000000001
"Ken Gayton, Jason W. Schaver",6.566666666666666
Ken Handler,3.7
Ken Harrison,5.949999999999999
Ken Hastings,4.2
Ken Hughes,5.166666666666667
Ken Jacobs,6.2
Ken Kushner,4.6000000000000005
Ken Kwapis,5.9375
"Ken Kwapis, Marisa Silver",5.6
Ken Liotti,5.3
Ken Marino,6.2
Ken Meyer,2.8
Ken Osborne,4.6
Ken Peters,3.4
Ken Russell,6.65
Ken Sanzel,4.8999999999999995
Ken Scott,5.4
Ken Shapiro,5.5
Ken Stein,4.9
Ken Tipton,5.8
Ken Wiederhorn,5.12
Ken Winkler,4.1
Kendall Goldberg,5.7
Kenn MacRae,6.1
Kenn Scott,4.3
Kennedy Goldsby,3.45
Kenneth Bowser,5.9
Kenneth Branagh,6.0
Kenneth Castillo,4.9
Kenneth Cran,4.4
Kenneth G. Crane,4.6
Kenneth Guertin,4.3
Kenneth Hartford,3.9
"Kenneth Hartford, David L. Hewitt",2.3
"Kenneth Hartford, Herbert L. Strock",2.7
Kenneth Horstmann,5.7
Kenneth J. Berton,2.7
Kenneth J. Hall,4.5
"Kenneth J. Hall, Ted Newsom",3.6
Kenneth Johnson,5.366666666666667
Kenneth Kokin,4.0
Kenneth Lonergan,7.233333333333333
Kenneth Mader,4.4
Kenneth R. Frank,5.2
Kenneth Raich,3.6
Kenneth Schapiro,5.0
Kenny Golde,5.3
Kenny Griswold,6.1
Kenny Leon,5.7
Kenny Ortega,6.233333333333333
Kenny Riches,6.2
Kenny Young,4.1
Kent Alterman,5.8
Kent Bateman,4.1
Kent Butterworth,7.0
Kent Dalian,5.0
Kent Jones,6.7
Kent Lamm,6.0
Kent Mackenzie,6.7
Kent Moran,5.6
Kenton Bartlett,7.0
Kentucker Audley,5.3
"Kentucker Audley, Albert Birney",6.1
Keola Racela,4.9
Keoni Waxman,4.58
Kerem Sanga,6.3
"Kermit Christman, Del Tenney",4.3
Kern Saxton,6.0
Kerri Green,4.8
Kerry Bellessa,4.6
Kerry Beyer,4.6000000000000005
"Kerry Carlock, Nicholas Lund-Ulrich",3.7
Kerry Douglas Dye,4.6
"Kerry Douglas Dye, Jordan Hoffman",5.8
Kerry Harris,3.8
Kerry Valderrama,3.5
Kerstin Karlhuber,6.7
Kestrin Pantera,5.65
Keva Rosenfeld,6.3
Kevan Otto,5.55
Kevan Peterson,4.966666666666667
Keven Undergaro,5.5
"Kevin A. McCarthy, Edward Payson",4.3
Kevin Alan Kent,4.3
Kevin Alber,6.0
Kevin Alexander Boon,5.0
"Kevin Altieri, Boyd Kirkland",7.8
Kevin Arbouet,8.2
Kevin Asch,5.300000000000001
Kevin Bacon,5.4
Kevin Barker,4.8
Kevin Bray,5.9
Kevin Breslin,4.2
Kevin Brodie,6.3
Kevin Campbell,2.7
Kevin Carraway,3.3000000000000003
"Kevin Clark, Manzie Jones",3.1
Kevin Connolly,6.05
Kevin Connor,5.0
"Kevin Cook, Todd Rodgers",4.8
Kevin Cooper,3.7
Kevin Costner,6.75
Kevin DiBacco,2.0
Kevin DiNovis,5.5
Kevin Donovan,5.4
Kevin Dowling,5.2
Kevin Downes,5.4
"Kevin Finn, James Rolfe",5.6
Kevin Ford,5.0
Kevin Forrest,4.3
Kevin Fredericks,5.5
"Kevin Goetz, Michael Goetz",5.3999999999999995
"Kevin Greene, Adam Johnson",3.2
Kevin Greutert,5.233333333333333
Kevin Hamedani,5.0
Kevin Heffernan,6.4
Kevin Higgins,3.6
Kevin Hooks,5.65
"Kevin Hooks, Rolando Hudson",5.4
Kevin James Barry,3.8
Kevin James Dobson,4.7
Kevin Jordan,7.0
Kevin Kangas,4.0
Kevin Kaufman,4.1
Kevin L. West,2.6
Kevin Lewis,3.8833333333333333
Kevin Lima,7.0
"Kevin McManus, Matthew McManus",6.3
Kevin McMullin,6.2
Kevin Meyer,5.3
Kevin Mock,4.3
Kevin Munroe,5.1
Kevin O'Brien,5.0
Kevin O'Neill,4.4
Kevin P. Farley,2.2
Kevin Palys,4.8
Kevin Patrick Connors,4.8
Kevin Peeples,6.4
Kevin Phillips,6.6
Kevin Pollak,5.2
Kevin R. Hershberger,5.1
Kevin Reynolds,6.58
Kevin Rodney Sullivan,5.766666666666667
Kevin Shulman,4.0
Kevin Smith,6.491666666666667
Kevin Sorbo,4.7
Kevin Stocklin,4.5
Kevin Swigert,7.2
Kevin Tancharoen,5.1
Kevin Tenney,4.89
Kevin Van Stevenson,2.8
Kevin VanHook,3.1
Kevin Ward,4.9
Kevin Williamson,5.3
Kevin Willmott,6.3
"Khian Bartlett, Carol Damgen",3.3
Khoa Le,5.9
"Khu, Justin Price",3.0
Kiefer Sutherland,6.3
Kieran Darcy-Smith,5.8
"Kieran Mulroney, Michele Mulroney",6.6
Kieran Turner,6.3
Kieran Valla,5.8
Kieth Merrill,6.357142857142857
Kikuo Kawasaki,4.8
Kim Bass,4.2
Kim Cummings,7.1
Kim Henkel,3.3
Kim Jorgensen,7.3
Kim Rocco Shields,6.2
"Kim Sky, Evan Seplow",1.4
Kim St. Leon,4.9
Kimberly K. Wilson,4.6
Kimberly Levin,5.8
Kimberly Peirce,6.95
Kimberly Seilhamer,3.6
"King Baggot, William S. Hart",6.5
King Donovan,5.1
King Vidor,6.736666666666666
"King Vidor, George W. Hill",7.9
"King Vidor, Jack Conway",7.1
"King Vidor, Otto Brower",6.8
Kinka Usher,6.1
Kipp Tribble,4.3
"Kipp Tribble, Derik Wingo",3.9
Kiran Merchant,2.8
Kirill Mikhanovsky,6.6
Kirk Bowman,3.45
Kirk Davis,5.2
Kirk DeMicco,4.5
"Kirk DeMicco, Chris Sanders",7.2
Kirk Douglas,6.5
Kirk Fogg,4.5
Kirk Fraser,7.2
Kirk Harris,4.9
Kirk Jones,6.4
Kirk Murray,3.1
Kirk R. Thatcher,5.0
Kirk Sullivan,3.8
Kirk Wong,6.1
Kirsten Sheridan,7.5
Kirt Gunn,6.2
Kit Williamson,7.0
Kitty Green,6.1
Klaus Hoch,5.2
Klay Hall,5.7
Knate Lee,6.4
Kobie Lyons,3.7
Kogonada,7.2
Kohl Glass,3.4
Koichi Sakamoto,5.0
Koran Dunbar,7.3
"Koula Sossiadis Kazista, Katina Sossiadis",4.4
Kris Avedisian,6.5
"Kris Boustedt, Lindy Boustedt",4.4
"Kris Hulbert, Randy Kent",4.2
Kris Isacsson,5.0
Kris Kristensen,4.5
Kris Rey,5.65
"Krishna D.K., Raj Nidimoru",7.2
Krishna Shah,4.933333333333334
Krisstian de Lara,4.0
Krist Rufty,4.1
Kristen Coury,6.2
Kristen McGary,5.6
Kristin Fairweather,5.1
Kristin Hanggi,5.5
Kristine Peterson,4.64
Kristjan Thor,6.6
Kristoffer Tabori,4.8
Kristopher Dolphin,6.9
Kristopher Hardy,3.0
Krutin Patel,5.6
Kuang Lee,5.7
Kuba Luczkiewicz,4.4
Kurando Mitsutake,4.8
"Kurt Ela, Kipp Tribble",3.6
Kurt Hale,5.32
Kurt Hugo Schneider,6.4
Kurt Knight,3.7
Kurt Kuenne,6.05
Kurt Neumann,6.086363636363637
Kurt Voelker,6.25
Kurt Voss,5.3999999999999995
Kurt Wimmer,5.9
"Kurt Wimmer, Kurt Anderson",5.3
Kurtis Spieler,3.7
Kwyn Bader,5.6
"Kyle Balda, Pierre Coffin",6.35
Kyle Bergersen,5.5
Kyle Cooper,4.9
Kyle Couch,3.5
Kyle Day,3.4
"Kyle Dean Jackson, Alan Pao",5.4
Kyle Ham,5.9
Kyle Henry,4.4
"Kyle Lawrence, Caleb Doyle",6.1
Kyle Mecca,3.8
Kyle Misak,2.2
Kyle Newacheck,5.7
Kyle Newman,6.0
Kyle Patrick Alvarez,6.3
Kyle Prohaska,5.9
Kyle Rankin,5.3
Kyle Schadt,4.8
Kyle Schickner,5.0
Kyle Wilamowski,6.0
Kyle William Roberts,3.9
L. Alan Brooks,3.1
L. Frazier,4.3
L. Gustavo Cooper,3.8
L. Michael Mansfield,4.5
L. Ron Hubbard,1.9
L. Scott Castillo Jr.,4.4
L.A. Puopolo,4.6
L.Q. Jones,6.5
LP,5.2
La Monte Edwards,4.9
La Raza,6.3
"La Raza, Marius Iliescu",8.2
"La Raza, Zachary Laoutides",7.6
Lake Bell,5.6
Lakisha R. Lemons,4.1
Lamar Card,3.95
"Lamar Card, Paul Hunt",4.7
Lambert Hillyer,6.3
Lamont Gant,2.7
Lamont Johnson,5.9
Lana Read,2.8
Lana Titov,5.5
"Lana Wachowski, Lilly Wachowski",7.5
"Lance Bachelder, Johnny Remo",5.5
Lance Catania,4.5
Lance D. Hayes,5.6
Lance Daly,5.5
Lance Doty,6.2
Lance Frank,4.3
Lance Hammer,6.9
"Lance Hendrickson, Troy McCall",4.8
Lance Hool,5.2
Lance Kawas,3.5
Lance Kinsey,6.4
Lance Lindsay,3.5
Lance McDaniel,3.1
Lance Mungia,4.85
Lance Polland,3.0
Lance Rivera,4.1
Lance W. Dreesen,5.6
"Lance W. Dreesen, Clint Hutchison",6.1
Lance Weiler,5.5
Landon Williams,5.9
Lane Nishikawa,5.3
Lane Shefter Bishop,5.9
"Lane Slate, Tom Stern",5.1
Lane Toran,4.0
Lang Elliott,5.466666666666666
"Lani Minella, Patrick Canning",5.0
Lanny Cotler,5.4
"Lansing C. Holden, Irving Pichel",6.5
Lara Gallagher,5.1
Lara Shapiro,4.8
Laron Austin,3.2
Larry A. McLean,3.7
Larry Bishop,5.3
Larry Blamire,6.540000000000001
Larry Brand,4.8500000000000005
Larry Buchanan,3.266666666666667
"Larry Buchanan, Maury Dexter",5.1
Larry Charles,5.75
Larry Clark,5.96
Larry Clarke,3.9
Larry Cohen,5.64
"Larry Cohen, Fred Williamson",5.7
"Larry Cohen, William Tannen",4.8
Larry David,5.8
Larry E. Jackson,4.4
Larry Ferguson,6.6
Larry Fessenden,5.220000000000001
Larry G. Brown,5.0
Larry G. Spangler,4.45
Larry Golin,5.8
Larry Gross,5.7
Larry Hagman,4.1
"Larry Leker, Paul Sabella",5.5
Larry N. Stouffer,5.1
Larry Peerce,6.091666666666666
Larry Rosen,2.9333333333333336
Larry Semon,5.1
Larry Shaw,5.6
Larry Simmons,2.6
"Larry Stewart, Peter Crane",5.8
Larry Swerdlove,2.7
Larry Thomas,5.0
Larry Wade Carrell,3.9
"Larry Wolk, Doris Wishman",4.7
Larry Yust,6.699999999999999
"Larry Yust, Peter Ferrara",5.0
Laslo Benedek,6.171428571428572
Lasse Hallström,6.7
Laura Colella,6.6
Laura Lee Bahr,2.8
Laura Madalinski,4.2
Laura Somers,6.0
Laura Steinel,6.3
Laura Terruso,6.033333333333334
Laura Thies,5.4
Lauralee Farrer,5.1
Lauren B. Hellerstein,7.5
Lauren Himmelvo,5.6
Lauren Miller Rogen,6.1
Laurence Fishburne,5.3
Laurence Harvey,5.4
"Laurence Jacobs, Mark Stock",2.9
Laurence Malkin,6.4
Laurence Merrick,4.8
Laurie Agard,5.2
Laurie Collyer,5.8999999999999995
Laurie Simmons,4.0
Laurie Weltz,5.7
Lauro David Chartrand-DelValle,4.5
Lavinia Currier,6.15
Lawrence Bassoff,4.3
Lawrence Blume,6.449999999999999
Lawrence C. Windom,5.1
Lawrence David Foldes,4.566666666666666
Lawrence Dobkin,5.0
Lawrence Kasanoff,1.5
Lawrence Kasdan,6.722222222222222
Lawrence L. Simeone,4.3
Lawrence Lanoff,4.4125
Lawrence Michael Levine,6.3999999999999995
Lawrence Page,3.5
Lawrence Riggins,3.6999999999999997
Lawrence Roeck,5.4
Lawrence Sher,5.5
Lawrence Silverstein,3.6
Lawrence Trilling,4.9
Lawrence Turman,6.3
Lawrence W. Nelson II,2.8
LazRael Lison,3.5666666666666664
Lazar Saric,3.7
LeRoy Prinz,5.1
LeVar Burton,6.4
Lea Thompson,5.6
Leah Meyerhoff,6.2
Leah Sturgis,2.7
Lee Abbott,4.8
Lee Bennett Sobel,4.6
Lee Cipolla,4.133333333333334
Lee Daniels,6.45
Lee David Zlotoff,7.0
Lee Davis,5.8
Lee Drysdale,4.9
Lee Friedlander,5.0
Lee Frost,4.744444444444444
"Lee Frost, David F. Friedman",5.6
"Lee Frost, Wes Bishop",4.0
Lee Gardner,4.0
Lee Grant,6.15
Lee H. Katzin,5.74
"Lee H. Katzin, Bernard Girard",6.9
"Lee H. Katzin, Robert McKimson",4.7
Lee Harry,4.25
Lee Isaac Chung,8.0
Lee Kirk,5.5
Lee Librado,3.4
Lee Madden,5.05
Lee Madsen,4.6
Lee Philips,5.5
Lee Raymond,3.7
Lee Roy Kunz,4.4
Lee Shallat Chemel,5.1
Lee Sholem,5.675
Lee Stanley,5.05
Lee Tamahori,5.95
Lee Toland Krieger,6.6
Lee Unkrich,8.3
"Lee Unkrich, Adrian Molina",8.4
Lee Wilkof,5.8
Leena Pendharkar,5.25
"Lehr Beidelschies, Dimitri Simakis",7.2
Leif Gantvoort,4.8
Leif Rokesh,5.6
Leif Tilden,6.3
Leigh Janiak,5.7
Leigh Jason,5.986666666666666
Leigh Scott,3.341666666666667
Leila Djansi,5.4
Leland Orser,5.7
Leland Price,4.9
Leland Thomas,4.1
"Lemuel Ayers, Roy Del Ruth",6.5
Len Kabasinski,2.766666666666667
Len Talan,6.8
Lena Dunham,5.4
Lena Khan,5.9
Lennie Weinrib,5.4
"Lenny Lenox, Neil McCurry",2.6
"Leo C. Popkin, Russell Rouse",7.2
Leo Fong,4.65
"Leo Fong, George Chung",3.6
Leo Garen,4.5
Leo McCarey,6.75
"Leo McCarey, David W. Orton",6.1
"Leo McCarey, Ray McCarey",6.6
Leo Penn,6.6
Leon Benson,6.1
"Leon Capetanos, Lewis Teague",5.5
"Leon D'Usseau, Robert Z. Leonard",6.1
Leon Ichaso,6.0
"Leon Ichaso, Orlando Jiménez Leal",6.4
Leon Leonard,2.9
Leon Lozano,6.9
Leonard Fields,5.05
Leonard J. Horn,6.1
"Leonard Kastle, Donald Volkman",7.0
Leonard Katzman,3.9
Leonard Kirtman,3.8
Leonard Nimoy,6.0
Leonard Stern,6.0
Leonardo Defilippis,6.3
Leonardo Foti,4.5
Leonardo Ricagni,4.7
Leone Marucci,5.2
Les Bernstien,5.9
Les Claypool,6.9
Les Mahoney,5.3
Les Mayfield,5.64
Lesley Demetriades,4.0
Lesley Selander,6.218181818181819
Lesli Linka Glatter,6.8
Leslie Bloom,4.1
Leslie Fenton,6.470000000000001
"Leslie Fenton, King Vidor",5.9
Leslie Goodwins,6.03125
"Leslie Goodwins, Bernard Vorhaus",5.5
"Leslie Goodwins, Charles E. Roberts",6.0
"Leslie Goodwins, Jack Hively",4.9
"Leslie Goodwins, Sidney Miller",5.8
Leslie Greif,3.6
Leslie H. Martinson,5.733333333333333
Leslie Harris,6.4
Leslie L. Smith,5.8
Leslie Pearce,5.2
Leslie Small,4.625
"Leslie Small, Chuck Vinson",7.1
Leslie Stevens,6.233333333333333
Leslye Headland,5.9
Leszek Burzynski,5.35
Letia Clouston,4.966666666666667
Lev L. Spiro,4.8
Lew Ayres,5.4
Lew Guinn,5.0
Lew Landers,5.825
"Lew Landers, Budd Boetticher",4.6
Lewis Allen,6.43076923076923
Lewis D. Collins,5.544444444444444
"Lewis D. Collins, Ray Taylor",6.0
Lewis Gilbert,5.95
Lewis H. Moomaw,6.5
Lewis Jackson,5.6
Lewis John Carlino,6.6
Lewis Milestone,6.676923076923076
"Lewis Milestone, Carol Reed",7.3
Lewis R. Foster,5.984615384615385
"Lewis R. Foster, Mickey Rooney",6.1
"Lewis R. Foster, Norman Foster",7.1
Lewis Schoenbrun,1.5
Lewis Seiler,6.2696969696969695
"Lewis Seiler, Hamilton MacFadden",7.2
"Lewis Seiler, William Clemens",6.6
Lewis Teague,5.828571428571428
Lexi Alexander,6.6
Li Lu,6.3
Liam Hughes,3.4
Lian Lunson,4.5
Lichelli Lazar-Lea,5.3
Liev Schreiber,7.4
Lili Fini Zanuck,6.8
"Lily Baldwin, Nuotama Bodomo",6.1
Lily Mariye,7.7
Lin Oeding,6.0
Lin Sten,2.2
Lina Esco,3.9
Linas Phillips,5.9
Linda Feferman,6.1
Linda Kandel,4.8
"Linda Lautrec, Johnny Legend",6.9
Linda Mendoza,4.8
Linda Palmer,6.199999999999999
Linda Shayne,4.5
Linda Voorhees,3.6
"Linda Voorhees, Bess Wiley",4.2
Linda Yellen,4.7
Lindsay Anderson,7.3
Lindsay Norgard,2.8
Lindsey Copeland,5.1
Lionel Anthony Cook,1.9
Lionel Barrymore,5.9
"Lionel Barrymore, Edward Buzzell",6.6
"Lionel Barrymore, Hal Roach",5.9
"Lionel Barrymore, Wesley Ruggles",5.5
Lionel C. Martin,4.050000000000001
Lionel Chetwynd,6.2
Lipo Ching,4.9
"Lisa Addario, Joe Syracuse",5.2
Lisa Albright,5.8
Lisa Azuelos,4.4
Lisa Cholodenko,6.5
Lisa Comrie,3.7
Lisa France,4.76
Lisa Gottlieb,5.5
Lisa Hunt,4.6
Lisa Krueger,5.8
Lisa Mikitarian,4.7
Lisa Palenica,2.0
Lisa van Dam-Bates,3.3
Lisanne Skyler,6.7
"Livingston Oden, Taylor Scott Olson",3.1
Liz Friedlander,6.6
Liz Garbus,6.1
Liz Manashil,5.5
Liz Tuccillo,6.1
Liz W. Garcia,5.55
Liza Johnson,6.2
Lizzie Borden,6.4
Lloyd Bacon,6.232876712328767
"Lloyd Bacon, Byron Haskin",7.0
"Lloyd Bacon, Michael Curtiz",6.7
"Lloyd Bacon, William K. Howard",6.8
Lloyd Corrigan,6.066666666666666
"Lloyd Corrigan, Laurence Schwab",6.5
Lloyd Ingraham,5.6
Lloyd Kaufman,5.5625
Lloyd Lee Barnett,3.1
Lodge Kerrigan,7.0
Loel Minardi,3.1
Logan Hall,3.5
Logan Kibens,6.0
Logan Marshall-Green,6.2
"Logan Miller, Noah Miller",6.0
Logan Paul,3.5
Logan Sekulow,3.5
Logan Thomas,6.75
Lois Weber,6.525
Lon Beyer,6.0
Lonny Price,7.7
Lorena David,4.633333333333334
Lorene Machado,5.2
Lorene Scafaria,6.433333333333334
Lorenzo Doumani,4.3999999999999995
Lorenzo Lamas,3.9
Lorenzo Thione,8.6
Lori Petty,6.4
"Lori Silverbush, Michael Skolnik",6.9
Lorraine Senna,5.15
Lothar Mendes,6.3500000000000005
Lou Adler,6.8
"Lou Adler, Tommy Chong",7.0
Lou Breslow,7.2
Lou Campa,4.8
Lou Diamond Phillips,4.9
Lou Howe,6.4
"Lou Kennedy, Brandon Pender",5.4
Lou Lombardo,5.4
Lou Peterson,4.7
Lou Place,2.5
Lou Simon,3.65
Louis Benjamin Del Guercio,2.9
Louis C.K.,6.0
Louis J. Gasnier,5.025
"Louis J. Gasnier, Donald MacKenzie",6.3
"Louis J. Gasnier, Max Marcin",6.1
Louis King,6.205555555555556
Louis Leterrier,6.7
Louis Lombardi,4.9
Louis Malle,6.6
Louis Mandylor,5.2
Louis Morneau,4.84
Louis Wolheim,5.5
Louise Alston,6.1
Louise Sherrill,4.1
Lovell Holder,6.1
Lowell Sherman,6.125
"Lowell Sherman, Jack Conway",6.3
Luane Beck,4.8
Luca Bercovici,4.566666666666666
Lucas Elliot Eberl,6.3
Lucas Heyne,5.1
Lucas Platt,6.0
Lucas Reiner,6.0
Lucia Aniello,5.2
Luciana Faulhaber,2.8
Luciano Saber,3.5999999999999996
Lucien Hubbard,3.5
"Lucien Hubbard, Benjamin Christensen",6.1
Lucius C. Kuert,3.8
Lucky McKee,5.666666666666667
"Lucky McKee, Chris Sivertson",5.1
"Lucy Phillips, Glen Scantlebury",5.05
"Ludwig Berger, Ernst Lubitsch",5.7
Luis Aira,3.8
"Luis Carlos Hueck, Ethan Zvi Kaplan",1.9
Luis Carvalho,2.3499999999999996
Luis Esteban,2.7
Luis Llosa,5.5
Luis Mandoki,5.925
Luis Prieto,5.9
Luis Valdez,6.85
Luiso Berdejo,5.3
"Luke Cresswell, Steve McNicholas",5.2
Luke Genton,3.4
Luke Goss,3.8
Luke Greenfield,5.95
"Luke Guidici, Evan Hughes",5.0
Luke Jaden,3.6
"Luke Jaden, Jeanne Jo",4.9
Luke Kasdan,4.9
Luke Matheny,5.2
Luke Moberly,3.5
Luke Ricci,5.5
Luke Rivett,6.0
Luke Scott,5.8
Luke Snellin,5.8
"Lundon Boyd, Jeremy Cloe",6.4
Luther Reed,5.699999999999999
Lyman Dayton,5.55
"Lyman Dayton, Sam Pillsbury",6.4
Lyndall Hobbs,5.9
Lyndon Chubbuck,4.466666666666667
Lynn Chen,5.7
Lynn Drzick,2.1
Lynn Hamrick,3.8499999999999996
Lynn Reynolds,6.1
Lynn Roth,5.7
Lynn Shelton,6.085714285714286
Lynn Shores,6.15
Lynne Littman,6.9
Lynne Southerland,5.2
László Kardos,5.725
Léonide Moguy,5.9
M. Blash,5.0
M. Night Shyamalan,5.970000000000001
M. dot Strange,5.6
M.D. Selig,3.3
M.J. Bassett,5.6
Mac Carter,5.2
Mac Jay,3.9
"Mack Sennett, Charles Bennett",6.3
Mack V. Wright,5.95
"Mack V. Wright, Hugh Harman",5.6
"Mack V. Wright, Joseph Kane",5.9
Maclain Nelson,6.2
"Maclain Nelson, Stephen Shimek",4.6
Macon Blair,6.9
Madeleine Olnek,6.2
Madeline Puzzo,3.9
Madellaine Paxson,6.3
Madison Monroe,4.4
Maggie Betts,6.6
Maggie Carey,5.8
Maggie Greenwald,6.4
Maggie Kiley,5.1000000000000005
Makoto Yokoyama,3.7
"Malachi Cull, Zach Lorkiewicz",5.3
Malcolm D. Lee,6.1
"Malcolm D. Lee, David Zucker",3.5
Malcolm Goodwin,5.1
"Malcolm Leo, Andrew Solt",7.5
Malcolm Marmorstein,4.949999999999999
Malcolm Mowbray,5.65
Malcolm St. Clair,6.155555555555555
"Malcolm St. Clair, Frank Tuttle",6.0
"Malcolm St. Clair, Gustav Machatý",6.2
"Malcolm St. Clair, Stan Laurel",6.4
Malcolm Venville,6.0
Malek Akkad,4.5
Malik Bader,6.033333333333334
Malik Vitthal,5.95
Malindi Fickle,8.0
Mandel Holland,4.9
"Mando Alvarado, Michael Ray Escamilla",4.9
