direcao,nota_media
Mann Robinson,8.2
Manny Coto,5.15
Manny Rodriguez Jr.,4.7
Manny Serrano,4.55
Mansour Pourmand,2.9
Manu Boyer,6.3
Marc Abraham,5.7
Marc B. Ray,4.8
Marc Benardout,5.2
Marc Cinquanta,3.5
Marc Clebanoff,3.233333333333333
"Marc Connelly, William Keighley",6.8
"Marc Daniels, Edward Sedgwick",8.1
Marc Erlbaum,5.55
"Marc F. Adler, Jason Maurer",4.3
Marc Fienberg,6.4
Marc Forster,6.859999999999999
Marc Fratto,3.95
Marc Fusco,6.233333333333333
Marc Hampson,5.25
Marc Klasfeld,4.9
Marc Lawrence,5.7
Marc Lazard,5.7
Marc Leland,3.1
Marc Levin,7.1
Marc Meyers,6.0
Marc Moody,5.4
Marc Paul Chinoy,6.4
Marc Rocco,6.266666666666667
Marc Rosenbush,6.3
Marc Saltarelli,2.9
Marc Schölermann,6.0
Marc Selz,2.5
Marc Steele,4.6
Marc Turtletaub,6.050000000000001
Marc Webb,7.0200000000000005
Marc-Andre Samson,4.25
Marcel Langenegger,6.1
Marcel Sarmiento,4.5
"Marcel Sarmiento, Gadi Harel",5.6
Marcel Walz,3.2
Marcello Daciano,3.1
Marcello Thedford,2.9
Marcelo Epstein,3.8
Marcio Garcia,5.1
Marco Bottiglieri,5.4
Marco Brambilla,6.050000000000001
Marco Weber,3.4
Marcos Siega,5.833333333333333
Marcus Aurelius Daniels,7.3
Marcus D. Spencer,7.45
Marcus DeLeon,5.1
Marcus Dean Fuller,5.2
Marcus Dunstan,6.25
Marcus Gautesen,1.8
Marcus Graves,4.7
"Marcus Jones, Lakisha R. Lemons",1.7
Marcus Koch,4.9
Marcus Mizelle,6.05
Marcus Nash,3.75
Marcus Nispel,5.3999999999999995
Marcus Raboy,5.466666666666666
Marcus Reichert,6.1
Marcus Stern,5.2
Marcy Ronen,5.15
Mardi Rustam,4.15
Marek Kanievska,6.5
Margaret Malandruccolo,2.4
Margaret Whitton,6.6
Margot Hope,3.9
Mari Kornhauser,4.0
Maria Allred,6.8
"Maria Biltz, Monica Biltz",1.6
Maria Burton,5.65
Maria Gargiulo,3.7
Maria Lease,4.8
Maria Maggenti,6.25
Maria Matteoli,5.6
Maria Pulera,3.3
Maria Ripoll,6.7
Marianna Palka,5.6
Marianne Hettinger,5.6
"Maribeth Romslo, Cara Greene",4.7
Marie Hopkins,4.7
Marielle Heller,7.0
Marilyn Agrelo,5.4
"Marina Donahue, Chris Fetchko",5.4
Marina Rice Bader,4.2
"Marina Rice Bader, Dreya Weber",4.2
Marina Sargenti,5.7
"Mario DeAngelis, Jason Falasco",4.0
Mario Sorrenti,4.3
Mario Van Peebles,5.275
Marion Gering,6.2555555555555555
Maris Curran,4.6
Marisa Silver,6.133333333333333
Marisol Adler,5.5
Marita Giovanni,4.7
Marita Grabiak,4.2
Marius Balchunas,5.4
Marius Penczner,4.9
Marja-Lewis Ryan,5.8
Marjorie Conrad,5.4
Mark A. Rapp,3.1
Mark A. Russell,5.3
Mark A.Z. Dippé,5.3
Mark Allen Michaels,2.25
Mark Amin,4.8
Mark Anthony Galluzzo,5.4
Mark Atkins,3.1
Mark Bessenger,5.2
Mark Blair,5.6
Mark Blanchard,3.8
"Mark Blane, Ben Mankoff",5.0
Mark Blutman,4.5
Mark Borchetta,3.0
Mark Brokaw,4.3
Mark Brown,5.0
Mark Buntzman,4.5
Mark Byers,3.5
Mark C. Andrews,2.3
Mark Cantu,3.8
Mark Cartier,5.0
Mark Cheng,3.0
Mark Christopher,5.800000000000001
"Mark Christopher, Tom DeCerchio",6.6
"Mark Columbus, Lauren Hoekstra",4.4
Mark Cross,3.1500000000000004
Mark Cullen,5.3
Mark Dacascos,2.4
Mark David,5.233333333333333
Mark Decena,5.9
Mark Deimel,5.5
Mark Delaroy,4.0
"Mark Dennis, Ben Foster",6.449999999999999
Mark DiSalle,6.0
"Mark DiSalle, David Worth",6.5
Mark Dindal,6.633333333333333
Mark Drury Taylor,5.7
Mark E. Poole,4.1
Mark Edlitz,5.4
Mark Edwin Robinson,4.8
Mark Elijah Rosenberg,4.8
Mark Forstmann,3.7
Mark Freed,5.1
Mark Freiburger,5.85
Mark Frost,5.8
Mark G. Gilhuis,3.9
Mark Gibson,5.0
Mark Goldblatt,6.1
Mark Griffiths,4.92
Mark H. Baker,4.7
Mark Haber,5.0
Mark Haggard,5.3
"Mark Haggard, Bruce Kimmel",5.2
Mark Hanlon,6.4
Mark Harris,6.266666666666667
"Mark Harry Richardson, Jack Shaoul",1.5
Mark Hazen Kelly,4.5
Mark Heller,6.2
"Mark Herrier, Alan Ormsby",5.8
Mark Hoeger,5.7
Mark Hosack,4.9
Mark Illsley,6.3
Mark Jackson,4.9
Mark Jones,4.3
"Mark Jones, Ryan Earl Parker",5.9
Mark Kemble,5.9
Mark L. Lester,4.768421052631578
Mark L. Smith,4.4
"Mark LaFleur, J.M.R. Luna",3.9
Mark Lafferty,4.0
Mark Lambert Bristol,5.3
Mark Landre Gould,5.2
Mark Levin,7.5
Mark Lewis,3.8
Mark Lund,5.9
Mark Mann,4.0
Mark Manos,5.0
Mark Marchillo,4.2
Mark Medoff,5.95
Mark Milgard,6.8
Mark Millhone,4.3
Mark Mylod,6.1
Mark Netter,5.3
Mark Neveldine,4.8
"Mark Neveldine, Brian Taylor",6.3
Mark Newton,4.3
Mark Nistico,6.7
Mark Nowicki,3.4
Mark Osborne,5.6
"Mark Osborne, John Stevenson",7.5
Mark Pavia,4.9
Mark Pellington,6.183333333333334
Mark Pirro,4.366666666666666
Mark Piznarski,5.2
Mark Polish,2.6
Mark Polonia,2.4625
"Mark Polonia, Paul Alan Steele",1.7
Mark Potts,5.0
"Mark Potts, Cole Selix",6.0
Mark Quod,4.6
Mark Rappaport,7.0
Mark Region,1.6
Mark Rezyka,6.5
"Mark Ricche, Christian Stavrakis",5.8
Mark Ritchie,6.4
Mark Robson,6.637037037037037
Mark Romanek,6.699999999999999
Mark Roper,3.45
Mark Rosenthal,6.4
Mark Rosman,5.2
Mark Rucker,6.5
Mark Ruffalo,5.7
Mark Rydell,6.585714285714286
Mark Sandrich,6.775
"Mark Sandrich, Robert Allen",7.4
Mark Savage,4.5
Mark Schwab,5.3
Mark Sheppard,3.5
Mark Sobel,4.266666666666667
Mark Steilen,5.15
"Mark Steven Bosko, Wayne Alan Harold",4.15
Mark Steven Grove,2.733333333333333
Mark Steven Johnson,6.2
Mark Stevens,6.133333333333333
Mark Story,4.7
Mark Stouffer,3.6
Mark Stratton,4.7
Mark Tapio Kines,4.85
Mark Thiedeman,5.6
Mark Vadik,4.6
Mark W. Curran,2.6
Mark W. Travis,3.4
Mark Warren,6.6
Mark Waters,6.133333333333334
Mark Webber,5.725
Mark Woods,3.1
Mark Young,4.783333333333333
Mark von Sternberg,5.5
Marlee Roberts,5.0
Marlene Mc'Cohen,1.6
Marlon Brando,7.1
Marlon Parry,1.3
Marni Banack,5.0
Marni Zelnick,6.9
Mars Callahan,5.766666666666667
Mars McCracken,8.7
Marshall Brickman,5.933333333333334
Marshall Cook,5.6
Marshall Herskovitz,6.85
Marshall Lewy,6.3
Marshall Neilan,5.7555555555555555
"Marshall Neilan, Mary Pickford",6.9
Martha Coolidge,5.877777777777777
Martha Stephens,6.1
Marti Noxon,6.8
Martin B. Cohen,4.0
Martin Bell,6.8
Martin Brest,6.6000000000000005
Martin Campbell,5.75
Martin Curland,6.1
Martin Davidson,6.05
"Martin Davidson, Stephen Verona",5.7
Martin Donovan,6.55
Martin Duffy,6.3
Martin Gabel,6.9
Martin Goldman,5.65
Martin Green,3.4
Martin Guigui,4.816666666666666
Martin Hynes,6.6
Martin Jay Weiss,3.6
Martin Kitrosser,5.0
Martin Kunert,5.8
Martin Lawrence,5.7
Martin Papazian,6.65
Martin Ritt,6.817391304347827
Martin Rosenberg,6.3
Martin Schenk,5.7
Martin Scorsese,7.544444444444445
Martin Snyder,5.3
Martin Spottl,5.5
Martin Weisz,5.1
Martin Wichmann Andersen,3.9
Martin Zandvliet,6.3
Marty Feldman,5.85
Marty Madden,7.2
Marty Murray,3.1
Marty Sader,6.6
Marty Thomas,4.5
Martín Yernazian,4.7
"Marvin Baker, Bret Michaels",3.7
Marvin J. Chomsky,5.75
Marvin R. Weinstein,5.7
Mary Agnes Donoghue,6.1
Mary Ann Fisher,2.6
Mary Bronstein,5.7
"Mary Cybulski, John Tintori",6.4
Mary Harron,6.15
Mary Haverstick,5.8
Mary Lambert,5.333333333333333
Mary Pat Kelly,5.7
Mary Stuart Masterson,6.3
Marya Cohn,6.1
Maryam Keshavarz,5.5
Masashi Nagadoi,4.0
Massimiliano Cerchi,3.0
Master P,4.0
"Mateo Frazier, Diego Joaquin Lopez",3.2
Mathew Miller,3.9
Matia Karrell,6.4
Matias Alvarez,5.7
Matias Masucci,7.0
Matt Allen,3.9
Matt Aselton,5.65
Matt Berman,3.4
"Matt Besser, Neil Mahoney",4.7
"Matt Bettinelli-Olpin, David Bruckner",5.8
"Matt Bettinelli-Olpin, Tyler Gillett",4.1
Matt Bilen,3.4
Matt Brookens,3.6
"Matt Cantu, Lance Kawas",2.9
Matt Cimber,4.914285714285714
"Matt Cimber, Joe Tornatore",4.2
Matt Clark,6.5
Matt Codd,3.1
Matt Cooper,5.4
"Matt Cooper, Martin Kunert",5.9
Matt Creed,5.9
Matt Cunningham,4.8
Matt D'Elia,4.4
Matt Danner,5.2
Matt Devlen,3.2
Matt Dillon,6.0
"Matt Duffer, Ross Duffer",6.4
Matt Duggan,4.6
Matt Earl Beesley,4.3
Matt Eskandari,4.68
"Matt Eskandari, Michael A. Pierce",6.0
Matt Farnsworth,4.4
Matt Green,3.1
Matt Hartley,5.3
Matt Hish,2.4
Matt Hullum,5.6
Matt Jackson,5.3
Matt Jaissle,3.1666666666666665
"Matt Jespersen, Maclain Nelson",3.9
Matt Kane,5.3
Matt Knudsen,4.5
Matt Krentz,5.6
Matt Kugelman,5.300000000000001
Matt L. Lockhart,3.0
Matt Lang,7.7
Matt Lofgren,3.1
Matt Mahurin,5.2
"Matt Maiellaro, Dave Willis",6.7
Matt McCormick,5.9
Matt McWilliams,4.8
Matt Mulhern,6.4
Matt Oates,5.5
Matt Orlando,3.9
Matt Osterman,4.633333333333334
Matt Palmieri,4.6
Matt Peters,6.15
Matt Pizzolo,5.15
Matt Ratner,6.4
Matt Reeves,5.95
Matt Riddlehoover,5.4875
Matt Ross,6.85
Matt Ruskin,5.7
Matt Sconce,3.45
Matt Shakman,6.1
Matt Shapira,3.0999999999999996
Matt Sobel,6.2
Matt Spicer,6.6
Matt Stuertz,4.1
Matt Tauber,5.5
Matt Thompson,4.566666666666666
Matt Tory,7.6
Matt Vancil,7.4
Matt Walsh,5.3
Matt Walting,6.5
Matt Williams,6.4
Matt Yeager,2.5
"Matt Zemlin, Falk Schultz",8.3
Matt Zettell,4.066666666666666
Matt Zoller Seitz,5.3
Matteo Saradini,4.2
Matthan Harris,3.7
Matthew A. Brown,4.5
Matthew A. Cherry,5.5
Matthew Arnold,5.3
Matthew Barney,6.88
Matthew Berkowitz,5.199999999999999
Matthew Boda,2.2
Matthew Bolton,2.8
Matthew Bonifacio,6.95
Matthew Broderick,6.2
Matthew Brown,5.0
Matthew Carnahan,4.9
Matthew Chapman,5.5
Matthew Charles Santoro,4.8
Matthew Cole Weiss,5.7
Matthew D. Panepinto,4.2
Matthew Dean Russell,6.0
Matthew Diamond,2.1
Matthew Doyle,5.0
Matthew Fine,6.1
Matthew Gordon,6.9
Matthew Gunnoe,4.8
Matthew Harrison,5.5
Matthew Huffman,5.9
Matthew Hysell,3.9
Matthew Irmas,5.433333333333334
Matthew Jason Walsh,3.7
Matthew John Lawrence,5.4
Matthew K. Hacker,3.0
Matthew Kalamane,4.6
Matthew Kohnen,5.7
Matthew Lauyer,4.5
Matthew Leutwyler,5.3625
Matthew Lillard,6.5
Matthew Marconi,5.8
Matthew McDuffie,4.9
Matthew Meshekoff,4.9
Matthew Michael Carnahan,5.9
Matthew Miele,5.85
Matthew Miller,5.6
Matthew Mishory,6.1
Matthew Modine,5.6
Matthew Montgomery,4.8
Matthew Newton,6.6
Matthew Nourse,5.2
Matthew Ogens,4.3
Matthew Patrick,5.9
Matthew Perkins,5.7
Matthew Petock,5.6
Matthew Pope,5.5
Matthew Porterfield,5.7
"Matthew R. Anderson, Edward Conna",2.9
Matthew Reel,3.4
Matthew Robbins,6.0
Matthew Ross,5.9
Matthew Roth,5.8
Matthew Ryan Hoge,7.1
Matthew Spradlin,4.5
Matthew Stedman,4.9
Matthew T. Price,3.3
Matthew Tabak,6.3
Matthew Tibbenham,5.4
Matthew Toronto,6.8
Matthew Weiner,5.3
Matthew Wilder,4.4
Matthew Wilson,4.9
Matthew von Manahan,6.9
Matty Beckerman,4.9
Matty Castano,3.3
Matty Rich,6.15
Maude Michaud,5.6
Maura Anderson,5.9
Maureen Foley,6.2
Maurice Campbell,6.4
Maurice Geraghty,4.9
Maurice Jamal,5.550000000000001
Maurice Joyce,5.0
"Maurice Levy, Harry Wuest",5.1
Maurice Phillips,5.5
Maurice Schwartz,6.7
Maurice Tourneur,6.585714285714286
Mauritz Stiller,6.6
Mauro Borrelli,4.25
Maury Dexter,4.7555555555555555
Max Allan Collins,4.8
"Max Azulay, Matt Porter",6.4
Max Baer Jr.,6.6
Max Bartoli,3.2
Max Burnett,5.7
Max Emerson,4.9
Max Groah,5.9
Max Heller,3.6
Max Kalmanowicz,5.7
Max Kleven,5.55
Max Landis,5.3
Max Leonida,6.3
Max Liebman,7.6
Max Linder,6.95
Max Makowski,3.6
Max Martini,5.9
Max Mayer,5.8
Max Mitchell,5.7
Max Nichols,6.4
Max Nosseck,6.25
Max Ophüls,7.2
Max Pachman,5.2
Max Porter,7.8
Max Tash,5.7
Max Winkler,5.75
Maximilian Elfeldt,2.6
"Maximilian Elfeldt, Jeff Newman",3.4
Maxwell Shane,6.56
Maya Angelou,6.8
Maya Forbes,6.45
McG,5.96
McKay Daines,3.4
Meera Menon,5.5
Meg Ryan,5.5
Megan Clare Foster,4.9
Megan Freels Johnston,4.65
Megan Griffiths,6.08
"Megan Peterson, John Douglas Sinclair",5.2
Meiert Avis,5.5
Meir Sharony,3.8
Meir Zarchi,3.8666666666666667
Mekhi Phifer,5.6
Mel Brooks,7.022222222222222
Mel Damski,6.266666666666667
Mel Ferrer,6.8
Mel Gibson,7.3999999999999995
Mel House,3.3499999999999996
Mel Rodriguez III,4.6
Mel Smith,6.2
Mel Stuart,5.8
Melanie Aitkenhead,3.3
Melanie Anne Phillips,4.7
"Melanie Martinez, Alissa Torvinen",6.3
Melanie Mayron,6.199999999999999
"Melissa Behr, Sherrie Rose",5.1
Melissa Finell,6.2
Melissa Martin,6.6
Melissa Miller Costanzo,5.5
Melissa Monet,3.1
Melissa Painter,5.699999999999999
Melora Hardin,5.7
Melville Shavelson,6.463636363636363
Melville Shyer,5.25
Melville W. Brown,6.0
Melvin Frank,6.2125
"Melvin Frank, Norman Panama",6.671428571428572
Melvin James,3.3
Melvin Van Peebles,4.825
Menahem Golan,4.75
Mennan Yapo,5.9
Menno Meyjes,6.8
Mercedes Bryce Morgan,4.3
Meredith Danluck,4.4
Meredith Edwards,5.3
"Meredith Scott Lynn, Bradford Tatum",5.1
"Merian C. Cooper, Ernest B. Schoedsack",7.9
"Merian C. Cooper, Lothar Mendes",6.9
Merlin Miller,6.1
Mervyn LeRoy,6.689830508474576
"Mervyn LeRoy, Albert Lewin",7.2
"Mervyn LeRoy, Anthony Mann",7.2
"Mervyn LeRoy, Michael Curtiz",6.3
Mervyn Nelson,5.8
Mia Goldman,6.1
Mic Rodgers,4.2
Micael Preysler,4.7
Micah Caronna,5.8
Micah Gallo,4.9
Michael A. Goorjian,7.0
"Michael A. Hoey, Jon Hall",3.5
Michael A. MacRae,5.3
Michael A. Nickles,5.1571428571428575
Michael A. Pinckney,3.1
Michael A. Simpson,4.966666666666667
Michael Addis,5.1
Michael Aguiar,4.8
Michael Almereyda,5.529999999999999
Michael Amundsen,4.25
Michael Anderson,6.5
"Michael Anderson, John Farrow",6.8
"Michael Anderson, Vincente Minnelli",6.1
Michael Angelo,3.2
Michael Angelo Covino,7.0
Michael Apted,6.445454545454546
"Michael Apted, Curtis Hanson",7.2
Michael Babbitt,2.3
Michael Barry,4.1
Michael Bartlett,5.7
Michael Baumgarten,5.0
Michael Bay,6.572727272727272
"Michael Benveniste, Howard Ziehm",4.7
Michael Bergmann,5.2
Michael Berns,5.3
Michael Berry,5.8
Michael Berz,6.8
Michael Biehn,4.3
"Michael Blaustein, Daniel Weingarten",4.9
Michael Blum,6.6
Michael Bond,4.5
"Michael Borowiec, Sam Marine",6.4
Michael Bregman,5.0
Michael Browning,4.9
Michael Burke,7.1
Michael Burnett,2.9
Michael Buster,5.45
Michael C. Dougherty,5.0
Michael C. Martin,4.8
Michael Caissie,3.3
Michael Caleo,6.1
Michael Campus,6.85
"Michael Canzoniero, Dan Fogler",3.6
"Michael Canzoniero, Marco Ricci",4.5
Michael Cargile,4.7
Michael Carney,6.6
Michael Caton-Jones,6.25
Michael Chapman,5.6
Michael Chaves,5.3
Michael Cimino,6.557142857142857
Michael Ciulla,4.65
Michael Civille,4.7
Michael Cohn,5.5
Michael Connell,3.5
Michael Connors,4.7
Michael Coonce,3.5
Michael Corrente,6.3
Michael Cory Davis,4.0
Michael Costanza,5.3
Michael Covert,5.2
"Michael Covert, Tracy Fraim",5.9
Michael Crichton,6.220000000000001
"Michael Criscione, Michael Meyer",4.8
Michael Cristofer,5.15
Michael Cross,4.8
Michael Crum,3.15
Michael Cuesta,6.720000000000001
Michael Curtis Johnson,5.3
Michael Curtiz,6.565853658536585
"Michael Curtiz, Busby Berkeley",7.0
"Michael Curtiz, Darryl F. Zanuck",6.5
"Michael Curtiz, Friz Freleng",6.6
"Michael Curtiz, John Wayne",6.9
"Michael Curtiz, Lloyd Bacon",6.0
"Michael Curtiz, William Dieterle",6.7
"Michael Curtiz, William Keighley",7.9
Michael D. Akers,5.7
Michael D. Moore,5.12
Michael D. Olmos,4.8
Michael D. Sellers,4.766666666666667
Michael Dailey,4.9
Michael Damian,5.85
Michael David Trozzo,3.8
Michael Davis,5.6499999999999995
"Michael Davis, John Errington",4.6
Michael DeLorenzo,3.5
"Michael Deak, Aaron Osborne",3.7
Michael Di Jiacomo,7.0
Michael Dinner,5.525
Michael Doneger,5.55
Michael Dougherty,6.449999999999999
Michael Dowse,5.65
Michael Drumm,3.9
Michael Dugan,4.449999999999999
Michael Duggan,5.1
"Michael Dwyer, Kaitlin McLaughlin",5.4
Michael Elliot,4.8
Michael Emanuel,4.1
Michael Escobedo,4.1
"Michael Escobedo, Kelly Hallmark",2.3
Michael Farkas,5.8
Michael Feifer,4.536842105263158
Michael Fields,5.5
Michael Fimognari,6.0
Michael Findlay,5.1000000000000005
"Michael Findlay, Marshall Smith",4.5
"Michael Findlay, Roberta Findlay",4.6
Michael Fink,3.3
Michael Fischa,5.15
"Michael Fischa, Jeff Monahan",3.9499999999999997
Michael Flynn,6.2
Michael Fredianelli,5.1
Michael G. Cooney,5.6
Michael G. Kehoe,4.3
Michael Gilio,6.9
Michael Glover,6.1
"Michael Goguen, Karen J. Lloyd",6.0
Michael Goi,4.7
Michael Goldenberg,6.1
"Michael Goldfine, Eli Gonda",4.7
Michael Gordon,6.526315789473684
Michael Gornick,6.1
Michael Gottlieb,4.85
Michael Gracey,7.6
Michael Greene,3.8
Michael Haussman,5.6
Michael Hawes,5.4
"Michael Herz, Lloyd Kaufman",4.914285714285714
Michael Hoffman,6.5
Michael Hoffman Jr.,3.7
"Michael Hoffman Jr., Aaron T. Wells",3.5
Michael Hurst,4.8
Michael Ian Black,5.6
Michael Imperioli,5.1
Michael J. Gallagher,4.26
Michael J. Heagle,3.3499999999999996
Michael J. Hein,3.5
Michael J. Jacobs,4.4
Michael J. Sarna,3.55
Michael J. Saul,5.7
Michael J. Weithorn,5.6
Michael James Johnson,5.8
Michael John Warren,7.0
Michael Johnson,2.5
Michael K. Feinstein,4.2
Michael Kallio,4.0
Michael Kang,5.1
Michael Karbelnikoff,5.65
Michael Katleman,4.8
Michael Keaton,6.5
Michael Keller,5.25
"Michael Kerry Matthews, Thomas Matthews",4.8
Michael Keusch,4.766666666666667
Michael Kidd,6.8
Michael Kinney,4.8
Michael Knowles,4.866666666666666
Michael Kristoff,4.9
Michael Krueger,4.4
Michael Lander,6.2
Michael Landon,6.5
Michael Landon Jr.,6.159999999999999
Michael Lang,4.0
Michael Lange,4.6
Michael Lansu,3.2
Michael Larnell,6.2
Michael Laughlin,5.5
Michael Lazar,2.7
Michael Leavy,5.85
Michael Lehmann,5.9375
Michael Lembeck,6.3
Michael Linn,6.0
Michael Luceri,3.4
Michael M. Scott,5.2
Michael Madison,5.2
"Michael Mahal, Sonny Mahal",3.3
Michael Mailer,5.8
Michael Manasseri,4.8
Michael Maney,5.2
Michael Mann,7.111111111111111
Michael Maren,5.9
Michael Martin,3.7
Michael Mason,4.5
Michael Matteo Rossi,6.7
Michael Matzdorff,6.1
Michael Mayer,6.3
Michael McCullers,6.0
Michael McDonald,4.9
"Michael McQuown, Vincent J. Guastini",4.8
Michael Medaglia,5.1
Michael Melamedoff,4.65
Michael Meredith,5.45
Michael Merino,3.9
"Michael Merino, Daniel Zirilli",4.5
Michael Mfume,1.3
Michael Miller,5.16
Michael Miner,5.3
Michael Mohan,6.05
Michael Mongillo,4.0
Michael Morrissey,6.8
"Michael Nankin, David Wechter",6.5
Michael Neel,4.3
Michael Nolin,5.0
Michael O'Donoghue,4.9
Michael O'Herlihy,6.2
Michael O'Shea,6.1
Michael O. Gallant,5.1
Michael O. Sajbel,5.9399999999999995
Michael Oblowitz,4.225
Michael Parks,4.3
Michael Parness,5.5
Michael Pataki,5.8
Michael Patrick King,5.05
Michael Paul Girard,3.3
Michael Paul Stephenson,5.2
Michael Pavone,6.133333333333333
Michael Peterson,4.7
Michael Philip,4.9
Michael Picchiottino,6.1
Michael Pietrzak,3.9
Michael Pleckaitis,4.2
Michael Polish,5.458333333333333
Michael Preece,4.633333333333334
Michael Pressman,5.9125
Michael Prywes,5.7
Michael R. Morris,3.1
Michael Radford,5.7
Michael Rae,2.7
"Michael Rasmussen, Shawn Rasmussen",3.65
Michael Rauch,6.4
Michael Ray Rhodes,6.1
Michael Reilly,4.2
Michael Rissi,3.3499999999999996
Michael Ritchie,6.1000000000000005
Michael Robert Wolf,5.7
Michael Rocco,4.4
Michael Roemer,7.4
Michael Rooker,2.5
Michael Roush,3.6
Michael Rutkowski,2.1
Michael Ryan Hahn,3.0
Michael Rymer,4.95
Michael S. O'Rourke,4.8
Michael S. Ojeda,5.733333333333333
Michael S. Rodriguez,4.4
Michael Salomon,4.8
Michael Sammaciccia,4.6
Michael Samonek,5.4
Michael Sarne,4.4
Michael Schroeder,4.966666666666667
Michael Schultz,6.045454545454546
Michael Selditch,5.7
Michael Seresin,5.9
Michael Sergio,4.3
Michael Showalter,6.65
Michael Shumway,2.7
Michael Sibay,3.9
Michael Simon,5.2
Michael Spence,4.25
Michael Staininger,3.8
Michael Stanley,4.2
Michael Starr,4.1
Michael Stein,5.1
Michael Steinberg,5.45
Michael Stevantoni,6.0
Michael Stevens,4.55
Michael Steves,4.699999999999999
Michael Stokes,4.7
Michael Storch,3.8
Michael Swanhaus,3.7
Michael T. Fitzgerald Jr.,1.7
Michael Taav,6.0
Michael Taliferro,3.4
Michael Taylor Pritt,2.5
Michael Thelin,5.4
Michael Thomas Daniel,2.7
Michael Tiddes,4.6
Michael Todd Kuskin,3.2
Michael Tolkin,5.9
Michael Tollin,6.0
Michael Toshiyuki Uno,6.1
Michael Tuchner,5.3
Michael Tully,5.375
Michael Tyburski,5.5
Michael Uppendahl,5.9
Michael Urie,3.7
Michael Valverde,4.0
Michael Vickerman,4.9
Michael W. Watkins,4.25
Michael Wadleigh,6.3
Michael Walker,4.733333333333333
Michael Whaley,2.7
Michael Whitton,3.1
Michael William Gordon,5.4
Michael Williams,4.5
Michael Winner,6.300000000000001
Michael Winnick,4.675
Michael Worth,5.2
Michael Younesi,5.3
Michael Z. Wechsler,6.0
Michael Zaiko Hall,2.8
Michaël R. Roskam,7.1
Michel Gondry,7.050000000000001
Michel Levesque,4.75
Michel Qissi,4.55
Michelangelo Antonioni,7.0
Michelle Clay,6.6
Michelle Danner,5.05
Michelle Ehlen,4.8
Michelle Gallagher,5.3
Michelle Iannantuono,5.9
Michelle Leigh,6.6
Michelle Manning,4.4
Michelle Morgan,5.5
Michelle Schumacher,4.4
Michie Gleason,4.8
Mick Garris,5.4
Mick Jackson,6.033333333333334
Mick Napier,4.3
Mickey Keating,4.5200000000000005
Mickey Liddell,3.9
Mickey Rooney,6.6
"Mickey Rooney, Albert Zugsmith",4.5
"Mickey Rose, Michael Ritchie",5.6
Micky Dolenz,4.8
"Migel Delgado, Jon Jacobs",6.5
Miguel A. Ferrer,4.2
Miguel Arteta,6.028571428571429
Miguel Duran,6.6
Miguel Muller,3.4
Mik Cribben,4.0
Mikael Håfström,6.75
Mikael Salomon,5.2
Mike Akel,6.2
"Mike Aransky, Philip Guerette",3.3
Mike B. Anderson,5.4
Mike Bencivenga,6.3
Mike Bigelow,4.7
Mike Binder,6.016666666666667
Mike Birbiglia,6.7
"Mike Birbiglia, Seth Barrish",6.8
Mike Boss,5.2
"Mike Bradecich, John LaFlamboy",5.2
Mike Bruce,3.5
Mike Cahill,7.0
"Mike Campbell, Todd Johnson",2.4
Mike Cartel,5.1
Mike Cerrone,4.6
Mike Conway,3.05
Mike Cramer,6.2
"Mike Cuff, Scott Windhauser",3.6
Mike Davis,3.4
Mike Deeney,1.4
Mike Disa,4.7
Mike Donahue,3.8
Mike Doyle,5.5
Mike Elliott,5.4
Mike Figgis,5.9
Mike Flanagan,6.257142857142857
"Mike Gabriel, Eric Goldberg",6.7
Mike Gan,5.7
"Mike Gioscia, Kurt St. Thomas",3.8
Mike Gray,5.8
Mike Gunther,3.5800000000000005
Mike Hodges,5.7
Mike Jittlov,7.1
Mike Judge,6.8
"Mike Judge, Mike de Seve",6.8
Mike Kesey,3.6
Mike Kirton,5.2
Mike Lombardo,4.2
Mike Lyddon,5.3
"Mike Lyddon, Jeremiah Kipp",5.3
Mike MacFarland,3.9
Mike Marvin,3.875
Mike Mayhall,4.0
"Mike McCoy, Scott Waugh",6.5
"Mike McKown, Jim Towns",2.8
Mike Meiners,6.5
Mike Mendez,5.0
"Mike Mendez, Dave Parker",2.7
Mike Million,6.1
Mike Mills,7.033333333333334
Mike Mitchell,5.58
"Mike Mitchell, Walt Dohrn",6.5
Mike Mosallam,7.7
Mike Nawrocki,5.7
Mike Newell,6.7
Mike Nichols,6.50625
"Mike Nichols, Lorne Michaels",6.8
Mike Norris,3.9000000000000004
Mike O'Mahony,3.6999999999999997
Mike Ott,6.0
"Mike Ott, Nathan Silver",5.7
Mike P. Nelson,5.7
Mike Phillips,3.3
Mike Rohl,6.0
Mike Roma,4.8
Mike Ruiz,5.1
Mike Sargent,5.3
Mike Schneider,4.2
Mike Sears,5.4
Mike Sedan,4.61
Mike Stahl,4.2
Mike Stoklasa,7.949999999999999
Mike Testin,5.1
"Mike Thurmeier, Galen T. Chu",5.7
Mike Valerio,6.0
Mike Watt,2.6
Mike White,6.25
Mike Young,4.449999999999999
Mike Yurinko,3.4
Mikel Conrad,3.6
Mikey Hilb,4.9
Mikey Jackson,4.9
Mikey McGregor,3.8
Mikki del Monico,4.9
Milcho Manchevski,6.6
Miles Brandman,4.8
Miles Doleac,5.14
Miles Hanon,3.3
Miles Joris-Peyrafitte,6.35
Miles Swain,7.1
Milko Davis,1.8
